id,"X","city","area","rooms","bathroom","parking.spaces","floor","animal","furniture","hoa","rent.amount","property.tax","fire.insurance","total"
"1342",1341,0,138,3,4,3,"8","acept","not furnished","R$1,278","R$5,000","R$405","R$64","R$6,747"
"1343",1342,1,100,2,4,2,"12","not acept","furnished","R$885","R$3,000","R$330","R$39","R$4,254"
"1344",1343,1,320,3,4,3,"-","acept","not furnished","R$0","R$6,000","R$484","R$91","R$6,575"
"1345",1344,1,351,3,4,2,"17","not acept","furnished","R$2,400","R$9,500","R$1,192","R$121","R$13,210"
"1346",1345,1,190,4,3,3,"8","acept","not furnished","R$1,200","R$5,700","R$71","R$73","R$7,044"
"1347",1346,1,55,2,1,1,"3","acept","not furnished","R$720","R$2,170","R$12","R$28","R$2,930"
"1348",1347,1,62,2,1,1,"2","acept","not furnished","R$1,000","R$5,000","R$184","R$64","R$6,248"
"1349",1348,1,130,3,2,1,"3","acept","not furnished","R$2,400","R$4,500","R$317","R$58","R$7,275"
"1350",1349,1,61,2,1,1,"6","acept","not furnished","R$897","R$2,100","R$96","R$27","R$3,120"
"1351",1350,1,150,3,4,3,"18","not acept","furnished","R$2,200","R$7,500","R$622","R$54","R$10,380"
"1352",1351,0,87,2,1,0,"10","acept","not furnished","R$415","R$1,100","R$82","R$14","R$1,611"
"1353",1352,1,156,3,4,3,"4","acept","not furnished","R$1,650","R$9,000","R$667","R$115","R$11,430"
"1354",1353,1,33,1,1,0,"12","acept","not furnished","R$300","R$1,655","R$0","R$21","R$1,976"
"1355",1354,1,46,1,1,1,"7","acept","not furnished","R$486","R$1,816","R$83","R$8","R$2,393"
"1356",1355,1,45,1,1,1,"9","acept","not furnished","R$427","R$2,142","Incluso","R$20","R$2,589"
"1357",1356,1,50,2,1,1,"5","acept","not furnished","R$570","R$1,100","R$0","R$14","R$1,684"
"1358",1357,1,90,2,2,2,"-","acept","furnished","R$0","R$4,100","R$0","R$62","R$4,162"
"1359",1358,1,280,3,4,3,"4","not acept","not furnished","R$4,200","R$7,600","R$1,250","R$97","R$13,150"
"1360",1359,1,98,2,3,2,"8","acept","furnished","R$1,907","R$8,500","R$468","R$108","R$10,980"
"1361",1360,1,65,2,1,2,"21","acept","not furnished","R$1,111","R$4,000","R$233","R$51","R$5,395"
"1362",1361,1,100,1,2,2,"1","acept","furnished","R$2,344","R$7,000","R$757","R$89","R$10,190"
"1363",1362,1,170,3,5,3,"1","acept","furnished","R$2,900","R$9,900","R$724","R$126","R$13,650"
"1364",1363,1,60,1,1,1,"7","acept","furnished","R$1,800","R$2,000","R$0","R$26","R$3,826"
"1365",1364,1,400,3,5,6,"-","acept","furnished","R$0","R$4,700","R$125","R$71","R$4,896"
"1366",1365,1,45,1,1,1,"1","not acept","furnished","R$3,000","R$5,520","R$0","R$70","R$8,590"
"1367",1366,1,85,3,2,2,"-","acept","not furnished","R$100","R$2,500","R$75","R$38","R$2,713"
"1368",1367,1,300,3,3,4,"-","acept","not furnished","R$1","R$3,700","R$950","R$56","R$4,707"
"1369",1368,1,70,2,1,1,"3","not acept","not furnished","R$710","R$860","R$45","R$11","R$1,626"
"1370",1369,1,38,1,1,1,"5","not acept","furnished","R$1,450","R$3,400","R$0","R$44","R$4,894"
"1371",1370,1,186,4,4,3,"11","acept","not furnished","R$1,900","R$6,000","R$584","R$77","R$8,561"
"1372",1371,1,20,1,1,0,"6","acept","furnished","R$602","R$1,800","R$130","R$23","R$2,555"
"1373",1372,1,210,3,3,2,"15","not acept","furnished","R$3,500","R$8,667","R$834","R$110","R$13,110"
"1374",1373,1,80,3,2,2,"12","not acept","furnished","R$770","R$3,008","R$211","R$39","R$4,028"
"1375",1374,1,22,1,1,0,"25","acept","not furnished","R$385","R$2,100","R$40","R$27","R$2,552"
"1376",1375,1,70,3,2,1,"3","acept","not furnished","R$1,087","R$3,700","R$38","R$47","R$4,872"
"1377",1376,1,162,3,3,1,"8","acept","not furnished","R$2,150","R$7,000","R$492","R$89","R$9,731"
"1378",1377,1,20,1,1,0,"5","acept","furnished","R$602","R$1,800","R$130","R$23","R$2,555"
"1379",1378,1,210,3,3,4,"8","acept","not furnished","R$3,000","R$12,000","R$834","R$153","R$15,990"
"1380",1379,1,250,4,2,5,"-","acept","not furnished","R$0","R$4,400","R$71","R$67","R$4,538"
"1381",1380,1,150,2,1,2,"-","acept","not furnished","R$300","R$1,800","R$136","R$28","R$2,264"
"1382",1381,1,204,4,5,3,"10","not acept","not furnished","R$1,900","R$8,000","R$417","R$102","R$10,420"
"1383",1382,1,93,2,2,1,"8","acept","not furnished","R$1,258","R$2,490","R$12","R$32","R$3,792"
"1384",1383,1,90,3,1,1,"4","acept","not furnished","R$638","R$1,600","R$225","R$21","R$2,484"
"1385",1384,1,70,3,1,1,"12","acept","not furnished","R$800","R$3,000","R$0","R$39","R$3,839"
"1386",1385,1,65,2,2,1,"6","acept","not furnished","R$481","R$1,890","R$125","R$24","R$2,520"
"1387",1386,1,45,2,1,1,"14","acept","not furnished","R$270","R$1,500","R$82","R$20","R$1,872"
"1388",1387,1,204,4,6,4,"8","acept","furnished","R$3,900","R$6,800","R$940","R$87","R$11,730"
"1389",1388,1,240,3,3,2,"-","acept","not furnished","R$0","R$4,000","R$292","R$61","R$4,353"
"1390",1389,1,56,1,1,1,"10","not acept","furnished","R$1,340","R$2,925","R$251","R$10","R$4,526"
"1391",1390,1,80,3,2,1,"6","acept","not furnished","R$850","R$1,790","R$209","R$23","R$2,872"
"1392",1391,1,88,3,3,2,"14","acept","not furnished","R$750","R$2,600","R$169","R$33","R$3,552"
"1393",1392,1,60,1,1,2,"11","acept","furnished","R$2,320","R$4,600","R$267","R$59","R$7,246"
"1394",1393,1,240,4,3,1,"-","acept","not furnished","R$0","R$10,200","R$470","R$154","R$10,820"
"1395",1394,1,60,2,1,1,"-","not acept","not furnished","Incluso","R$1,700","R$23","R$26","R$1,749"
"1396",1395,0,240,3,4,2,"-","acept","not furnished","R$0","R$3,000","R$250","R$46","R$3,296"
"1397",1396,1,37,2,1,0,"1","not acept","not furnished","R$0","R$1,500","R$25","R$20","R$1,545"
"1398",1397,1,84,3,1,1,"6","acept","not furnished","R$800","R$3,000","R$215","R$39","R$4,054"
"1399",1398,1,260,3,2,2,"9","acept","not furnished","R$4,560","R$12,000","R$732","R$153","R$17,450"
"1400",1399,1,70,2,1,1,"6","acept","not furnished","R$675","R$1,380","R$69","R$18","R$2,142"
"1401",1400,0,151,3,2,3,"10","acept","furnished","R$1,400","R$2,500","R$251","R$32","R$4,183"
"1402",1401,1,120,2,1,0,"-","acept","not furnished","R$0","R$1,500","R$90","R$23","R$1,613"
"1403",1402,1,250,3,2,2,"-","acept","not furnished","R$0","R$3,500","R$250","R$53","R$3,803"
"1404",1403,1,187,3,3,3,"13","acept","furnished","R$4,357","R$5,000","R$1,270","R$64","R$10,690"
"1405",1404,1,87,2,2,1,"4","acept","not furnished","R$969","R$6,675","R$167","R$85","R$7,896"
"1406",1405,1,455,4,5,4,"5","acept","not furnished","R$8,500","R$19,500","R$3,334","R$248","R$31,580"
"1407",1406,1,210,4,5,3,"12","acept","furnished","R$2,620","R$2,975","R$1,184","R$38","R$6,817"
"1408",1407,1,160,3,4,2,"-","acept","not furnished","R$0","R$4,300","R$209","R$65","R$4,574"
"1409",1408,1,110,6,5,7,"-","acept","not furnished","Sem info","R$9,810","R$1,000","R$148","R$10,960"
"1410",1409,1,142,4,4,3,"15","not acept","not furnished","R$1,661","R$2,980","R$559","R$38","R$5,238"
"1411",1410,1,700,5,7,8,"-","acept","furnished","R$0","R$6,000","R$1,800","R$91","R$7,891"
"1412",1411,1,45,1,1,1,"7","acept","furnished","R$420","R$2,050","R$162","R$26","R$2,658"
"1413",1412,1,130,3,2,1,"1","not acept","not furnished","R$1,144","R$4,300","R$167","R$55","R$5,666"
"1414",1413,0,147,4,3,1,"-","acept","not furnished","R$0","R$3,500","R$62","R$53","R$3,615"
"1415",1414,1,150,2,1,0,"1","acept","not furnished","R$180","R$2,285","R$100","R$29","R$2,594"
"1416",1415,1,130,2,3,2,"-","acept","not furnished","R$0","R$2,500","R$42","R$38","R$2,580"
"1417",1416,1,89,3,2,1,"14","acept","not furnished","R$800","R$1,760","R$100","R$23","R$2,683"
"1418",1417,0,103,2,1,1,"4","not acept","not furnished","R$635","R$1,100","R$84","R$14","R$1,833"
"1419",1418,0,100,3,2,1,"3","acept","not furnished","R$690","R$1,300","R$76","R$17","R$2,083"
"1420",1419,1,310,2,6,3,"11","not acept","not furnished","R$2,300","R$6,000","R$764","R$77","R$9,141"
"1421",1420,1,100,2,3,1,"6","acept","not furnished","R$1,400","R$2,900","R$100","R$37","R$4,437"
"1422",1421,1,70,2,2,1,"-","acept","not furnished","R$0","R$2,400","R$67","R$37","R$2,504"
"1423",1422,1,148,3,3,0,"6","acept","not furnished","R$2,056","R$2,400","R$200","R$31","R$4,687"
"1424",1423,1,80,3,1,1,"8","acept","furnished","R$703","R$2,500","R$87","R$32","R$3,322"
"1425",1424,1,52,1,1,1,"7","acept","not furnished","R$626","R$1,823","R$0","R$21","R$2,470"
"1426",1425,1,39,2,1,1,"-","not acept","not furnished","R$150","R$1,500","R$38","R$23","R$1,711"
"1427",1426,0,94,3,1,0,"6","acept","not furnished","R$710","R$1,100","R$90","R$14","R$1,914"
"1428",1427,1,173,7,2,0,"-","not acept","not furnished","R$0","R$4,800","R$0","R$73","R$4,873"
"1429",1428,1,300,5,6,6,"-","acept","not furnished","R$0","R$9,500","R$2,084","R$143","R$11,730"
"1430",1429,1,651,7,7,8,"-","acept","not furnished","R$0","R$8,500","R$1,595","R$128","R$10,220"
"1431",1430,1,19,1,1,0,"-","not acept","not furnished","R$0","R$1,200","R$41","R$16","R$1,257"
"1432",1431,1,355,4,5,5,"21","not acept","furnished","R$5,700","R$15,000","R$2,977","R$191","R$23,870"
"1433",1432,0,45,2,1,1,"1","acept","not furnished","R$300","R$870","R$0","R$12","R$1,182"
"1434",1433,1,75,1,1,1,"9","acept","not furnished","R$850","R$2,900","R$46","R$37","R$3,833"
"1435",1434,1,60,2,1,1,"4","acept","not furnished","R$603","R$1,275","R$109","R$17","R$2,004"
"1436",1435,0,277,3,4,4,"-","acept","not furnished","R$0","R$3,270","R$28","R$50","R$3,348"
"1437",1436,0,71,2,1,1,"7","acept","not furnished","R$670","R$1,150","R$114","R$15","R$1,949"
"1438",1437,1,114,3,1,0,"-","acept","not furnished","R$0","R$2,650","R$150","R$40","R$2,840"
"1439",1438,1,138,3,3,2,"11","acept","not furnished","R$960","R$3,000","R$100","R$39","R$4,099"
"1440",1439,1,90,3,2,2,"4","acept","furnished","R$808","R$3,600","R$253","R$46","R$4,707"
"1441",1440,1,235,3,2,2,"-","not acept","not furnished","R$0","R$8,000","R$417","R$121","R$8,538"
"1442",1441,1,136,4,2,3,"12","acept","not furnished","R$1,200","R$3,300","R$250","R$42","R$4,792"
"1443",1442,1,20,1,1,0,"-","acept","furnished","R$602","R$1,800","R$130","R$23","R$2,555"
"1444",1443,1,36,1,1,0,"13","not acept","not furnished","R$270","R$1,240","R$0","R$16","R$1,526"
"1445",1444,1,210,3,4,3,"6","acept","not furnished","R$3,900","R$13,000","R$1,417","R$165","R$18,480"
"1446",1445,1,60,2,1,1,"10","acept","not furnished","R$350","R$1,880","R$0","R$24","R$2,254"
"1447",1446,1,325,5,5,4,"-","acept","not furnished","R$0","R$6,000","R$420","R$91","R$6,511"
"1448",1447,0,43,2,1,1,"-","acept","not furnished","R$274","R$1,061","R$7","R$14","R$1,356"
"1449",1448,0,170,3,2,2,"-","acept","not furnished","Incluso","R$2,300","R$98","R$35","R$2,433"
"1450",1449,0,55,1,2,0,"6","acept","not furnished","R$504","R$842","R$0","R$3","R$1,349"
"1451",1450,1,200,3,3,1,"8","acept","not furnished","R$1,687","R$5,800","R$365","R$74","R$7,926"
"1452",1451,1,150,3,2,1,"-","not acept","not furnished","R$0","R$2,500","R$59","R$38","R$2,597"
"1453",1452,1,140,2,1,0,"-","acept","not furnished","R$0","R$1,650","R$167","R$25","R$1,842"
"1454",1453,1,160,3,3,1,"6","acept","not furnished","R$2,000","R$4,500","R$84","R$58","R$6,642"
"1455",1454,1,300,3,4,4,"-","acept","not furnished","R$1","R$2,800","R$292","R$43","R$3,136"
"1456",1455,1,408,4,6,3,"20","acept","not furnished","R$2,800","R$15,000","R$1,667","R$191","R$19,660"
"1457",1456,1,99,3,2,1,"8","not acept","not furnished","R$970","R$2,100","R$180","R$27","R$3,277"
"1458",1457,1,180,3,2,1,"2","acept","not furnished","R$1,000","R$10,000","R$180","R$127","R$11,310"
"1459",1458,1,230,4,5,4,"-","acept","not furnished","R$0","R$8,000","R$526","R$121","R$8,647"
"1460",1459,1,210,4,4,3,"9","acept","not furnished","R$2,100","R$9,100","R$667","R$116","R$11,980"
"1461",1460,1,440,1,2,4,"-","acept","not furnished","R$1","R$9,800","R$584","R$148","R$10,530"
"1462",1461,1,55,2,2,2,"6","acept","not furnished","R$780","R$1,150","R$142","R$15","R$2,087"
"1463",1462,0,70,1,2,1,"11","not acept","furnished","R$1,700","R$1,500","R$184","R$20","R$3,404"
"1464",1463,1,370,5,4,3,"-","acept","not furnished","R$0","R$14,000","R$1,290","R$211","R$15,500"
"1465",1464,1,157,3,3,1,"5","acept","not furnished","R$1,325","R$4,500","R$347","R$58","R$6,230"
"1466",1465,1,176,3,3,3,"9","acept","not furnished","R$1,950","R$5,000","R$542","R$64","R$7,556"
"1467",1466,0,78,3,1,1,"2","acept","not furnished","R$500","R$850","R$50","R$11","R$1,411"
"1468",1467,1,35,1,1,0,"7","not acept","not furnished","R$411","R$1,080","R$35","R$14","R$1,540"
"1469",1468,0,52,1,1,1,"8","acept","not furnished","R$650","R$1,200","R$29","R$16","R$1,895"
"1470",1469,1,240,4,4,3,"1","acept","not furnished","R$2,800","R$4,200","R$792","R$54","R$7,846"
"1471",1470,1,84,2,3,2,"8","acept","not furnished","R$859","R$4,000","R$261","R$16","R$5,136"
"1472",1471,1,125,3,3,2,"-","acept","not furnished","R$0","R$2,800","R$38","R$43","R$2,881"
"1473",1472,0,78,3,2,1,"15","acept","not furnished","R$542","R$1,935","R$78","R$9","R$2,564"
"1474",1473,0,58,2,1,1,"1","acept","furnished","R$385","R$3,500","R$64","R$45","R$3,994"
"1475",1474,1,113,3,2,2,"1","acept","not furnished","R$800","R$1,915","R$0","R$7","R$2,722"
"1476",1475,1,52,1,1,1,"8","not acept","not furnished","R$1,700","R$4,420","R$188","R$57","R$6,365"
"1477",1476,1,28,1,1,0,"6","acept","not furnished","R$376","R$1,450","R$67","R$19","R$1,912"
"1478",1477,1,54,1,1,0,"8","acept","not furnished","R$350","R$1,940","R$3","R$25","R$2,318"
"1479",1478,1,270,4,4,4,"5","acept","not furnished","R$4,500","R$12,850","R$1,834","R$163","R$19,350"
"1480",1479,1,220,3,3,3,"9","acept","not furnished","R$3,500","R$8,900","R$1,466","R$113","R$13,980"
"1481",1480,1,118,3,3,2,"5","not acept","not furnished","R$1,800","R$9,000","R$352","R$115","R$11,270"
"1482",1481,1,92,3,2,1,"9","not acept","not furnished","R$1,022","R$3,112","R$0","R$13","R$4,147"
"1483",1482,1,62,2,1,1,"17","not acept","not furnished","R$716","R$3,356","R$217","R$13","R$4,302"
"1484",1483,1,250,3,4,3,"11","acept","not furnished","R$4,000","R$5,100","R$975","R$65","R$10,140"
"1485",1484,0,750,4,5,5,"-","not acept","not furnished","R$0","R$10,400","R$667","R$157","R$11,220"
"1486",1485,1,177,3,2,2,"-","acept","not furnished","R$0","R$4,000","R$459","R$61","R$4,520"
"1487",1486,1,138,3,2,1,"7","not acept","not furnished","R$2,000","R$7,600","R$238","R$97","R$9,935"
"1488",1487,1,140,3,2,1,"5","acept","not furnished","R$1,091","R$5,000","R$292","R$64","R$6,447"
"1489",1488,1,450,4,5,6,"-","not acept","furnished","R$0","R$9,000","R$1,150","R$136","R$10,290"
"1490",1489,1,167,3,3,3,"4","acept","not furnished","R$2,334","R$1,670","R$555","R$22","R$4,581"
"1491",1490,1,30,1,1,1,"11","not acept","furnished","R$1,600","R$2,900","R$180","R$37","R$4,717"
"1492",1491,1,120,3,2,0,"-","acept","not furnished","R$0","R$2,250","R$0","R$34","R$2,284"
"1493",1492,0,60,2,1,1,"-","acept","not furnished","R$485","R$800","R$60","R$11","R$1,356"
"1494",1493,1,210,3,3,4,"-","acept","not furnished","R$0","R$3,294","R$276","R$50","R$3,620"
"1495",1494,1,49,1,1,1,"7","acept","furnished","R$1,730","R$6,200","R$0","R$79","R$8,009"
"1496",1495,1,75,2,2,1,"8","acept","furnished","R$930","R$2,950","R$110","R$38","R$4,028"
"1497",1496,1,109,3,2,1,"2","acept","not furnished","R$1,450","R$5,300","R$0","R$68","R$6,818"
"1498",1497,1,57,1,2,0,"17","acept","not furnished","R$670","R$1,400","R$0","R$18","R$2,088"
"1499",1498,1,100,4,2,2,"-","acept","not furnished","R$0","R$3,500","R$42","R$53","R$3,595"
"1500",1499,1,70,2,2,2,"11","not acept","furnished","R$2,847","R$3,290","R$590","R$42","R$6,769"
"1501",1500,1,250,3,2,8,"-","acept","not furnished","R$0","R$6,500","R$1,360","R$98","R$7,958"
"1502",1501,1,103,3,2,2,"6","acept","not furnished","R$1,150","R$3,000","R$459","R$39","R$4,648"
"1503",1502,1,90,3,2,2,"11","not acept","not furnished","R$3,160","R$5,000","R$384","R$64","R$8,608"
"1504",1503,0,273,4,2,2,"4","acept","furnished","R$2,100","R$2,770","R$366","R$36","R$5,272"
"1505",1504,1,37,1,1,0,"31","not acept","furnished","R$583","R$1,650","R$57","R$21","R$2,311"
"1506",1505,1,61,2,1,1,"4","acept","not furnished","R$459","R$1,850","R$0","R$24","R$2,333"
"1507",1506,1,64,2,2,1,"-","not acept","not furnished","R$773","R$1,900","R$152","R$29","R$2,854"
"1508",1507,1,220,3,5,4,"10","acept","not furnished","R$2,250","R$6,800","R$84","R$87","R$9,221"
"1509",1508,1,58,2,2,1,"1","acept","not furnished","R$553","R$2,530","R$0","R$22","R$3,105"
"1510",1509,1,145,3,3,3,"6","acept","not furnished","R$1,100","R$12,000","R$667","R$153","R$13,920"
"1511",1510,1,380,5,5,4,"-","acept","not furnished","R$500","R$15,000","R$1,172","R$226","R$16,900"
"1512",1511,1,93,3,2,2,"7","acept","not furnished","R$750","R$2,200","R$84","R$28","R$3,062"
"1513",1512,1,36,1,1,1,"8","acept","not furnished","R$323","R$2,150","R$85","R$28","R$2,586"
"1514",1513,1,78,2,2,1,"2","acept","furnished","R$1,250","R$7,250","R$390","R$92","R$8,982"
"1515",1514,1,38,2,1,1,"3","acept","not furnished","R$140","R$1,250","R$15","R$16","R$1,421"
"1516",1515,0,101,3,2,2,"1","acept","not furnished","R$632","R$2,200","R$119","R$28","R$2,979"
"1517",1516,1,400,4,5,5,"-","acept","not furnished","R$0","R$7,200","R$350","R$109","R$7,659"
"1518",1517,1,65,2,1,0,"4","acept","not furnished","R$1,261","R$1,450","R$166","R$19","R$2,896"
"1519",1518,1,248,3,4,3,"2","acept","not furnished","R$4,325","R$5,300","R$1,521","R$68","R$11,210"
"1520",1519,1,360,3,5,6,"17","acept","not furnished","R$7,552","R$3,000","R$4,830","R$39","R$15,420"
"1521",1520,1,47,2,1,1,"6","acept","not furnished","R$500","R$1,500","R$0","R$20","R$2,020"
"1522",1521,1,56,1,1,1,"8","acept","not furnished","R$2,500","R$4,600","R$467","R$59","R$7,626"
"1523",1522,1,190,3,3,1,"3","acept","not furnished","R$2,150","R$6,300","R$459","R$80","R$8,989"
"1524",1523,1,69,3,1,1,"8","acept","not furnished","R$650","R$1,350","R$84","R$18","R$2,102"
"1525",1524,1,235,3,2,2,"5","acept","furnished","R$3,650","R$7,200","R$626","R$92","R$11,570"
"1526",1525,1,120,3,3,0,"8","acept","furnished","R$681","R$5,112","R$0","R$17","R$5,810"
"1527",1526,1,70,1,1,1,"2","acept","not furnished","R$300","R$1,200","R$157","R$16","R$1,673"
"1528",1527,1,196,3,5,3,"3","acept","furnished","R$3,338","R$8,440","R$1,223","R$60","R$13,060"
"1529",1528,1,89,3,3,2,"8","not acept","not furnished","R$965","R$3,800","R$150","R$49","R$4,964"
"1530",1529,1,33,1,1,1,"5","acept","not furnished","R$330","R$1,500","R$79","R$20","R$1,929"
"1531",1530,1,68,1,2,1,"6","acept","furnished","R$2,304","R$9,000","R$532","R$115","R$11,950"
"1532",1531,0,110,3,2,2,"7","not acept","not furnished","R$900","R$2,100","R$100","R$27","R$3,127"
"1533",1532,1,40,1,1,1,"14","not acept","furnished","R$470","R$3,990","R$90","R$51","R$4,601"
"1534",1533,0,999,5,7,8,"-","acept","not furnished","R$0","R$14,000","R$667","R$211","R$14,880"
"1535",1534,1,33,1,1,0,"1","not acept","not furnished","R$250","R$1,305","R$0","R$17","R$1,572"
"1536",1535,1,200,4,3,2,"10","acept","furnished","R$2,400","R$4,500","R$1,334","R$58","R$8,292"
"1537",1536,1,82,2,2,2,"4","acept","not furnished","R$924","R$2,827","R$291","R$36","R$4,078"
"1538",1537,1,240,4,2,2,"6","acept","not furnished","R$2,800","R$3,000","R$292","R$39","R$6,131"
"1539",1538,0,58,1,1,0,"5","acept","not furnished","R$540","R$900","R$66","R$12","R$1,518"
"1540",1539,1,80,2,2,1,"8","not acept","furnished","R$1,000","R$4,500","R$250","R$58","R$5,808"
"1541",1540,1,300,4,2,6,"-","acept","not furnished","R$0","R$5,000","R$250","R$76","R$5,326"
"1542",1541,1,400,4,5,3,"-","acept","not furnished","R$0","R$15,000","R$1,750","R$226","R$16,980"
"1543",1542,1,161,4,3,2,"1","acept","not furnished","R$1,450","R$10,000","R$467","R$127","R$12,040"
"1544",1543,1,365,4,5,6,"4","acept","not furnished","R$3,722","R$13,900","R$2,588","R$177","R$20,390"
"1545",1544,1,120,3,3,2,"23","not acept","not furnished","R$1,500","R$7,300","R$400","R$93","R$9,293"
"1546",1545,0,104,2,2,2,"7","acept","furnished","R$1,100","R$4,200","R$210","R$54","R$5,564"
"1547",1546,1,180,3,1,5,"-","acept","not furnished","R$0","R$6,500","R$567","R$98","R$7,165"
"1548",1547,1,48,1,1,1,"9","not acept","furnished","R$925","R$4,300","R$90","R$55","R$5,370"
"1549",1548,1,138,2,3,2,"22","acept","not furnished","R$1,500","R$9,800","R$545","R$125","R$11,970"
"1550",1549,1,350,4,3,4,"-","acept","not furnished","R$1","R$7,300","R$600","R$110","R$8,011"
"1551",1550,1,255,3,3,2,"8","acept","furnished","R$2,964","R$15,000","R$667","R$191","R$18,820"
"1552",1551,1,98,2,3,3,"13","not acept","not furnished","R$800","R$4,150","R$375","R$53","R$5,378"
